log_time,BAOJIA,CAS,COD,CORE,CORETEST,DG,ESX,IMS,ODS,POSP,QPAY,SFGO,SYPAY,SYPAYTEST,TMS
2017-02-28 03:37:43,1446,0,0,1525,4,203,1659,1777,2244,51,25,93,0,4,1164
2017-02-28 03:38:43,1066,0,0,1843,6,214,1650,1783,2379,53,24,91,0,3,1300
2017-02-28 03:39:43,1142,0,0,1641,6,244,1664,1380,1901,51,25,92,0,3,1311
2017-02-28 03:40:43,1156,0,0,1835,5,241,2075,1515,1981,54,24,89,0,4,1204
2017-02-28 03:41:43,1170,0,0,1639,4,246,1967,1078,1675,52,25,88,0,2,1150
2017-02-28 03:42:43,1180,0,0,1788,6,246,1661,1171,1204,50,28,141,0,4,1235
2017-02-28 03:43:43,1134,0,0,1738,5,255,1767,1642,1105,50,25,90,0,3,1295
2017-02-28 03:44:43,1199,0,0,1754,5,227,2037,1449,1036,53,24,89,0,3,1213
2017-02-28 03:45:43,1959,0,0,1593,4,258,1696,1370,1174,57,25,88,0,3,1196
2017-02-28 03:46:43,1188,0,0,1781,4,273,1597,1317,1746,56,24,88,0,3,1266
2017-02-28 03:47:44,1421,0,0,1602,6,272,1671,1641,1535,52,24,88,0,3,1249
2017-02-28 03:48:44,1230,0,0,1707,2089,270,1598,1240,1551,52,25,89,0,3,1036
2017-02-28 03:49:44,1037,0,0,1512,5391,257,1602,1371,1565,52,24,87,0,3,620
2017-02-28 03:50:44,1238,0,0,1728,2080,266,2038,1491,1675,54,27,95,0,2,1216
2017-02-28 03:51:44,1374,0,0,1652,4,260,1897,1834,2130,52,25,41,0,3,1144
2017-02-28 03:52:44,1365,0,0,1784,4,253,1656,1526,2017,64,25,89,0,4,1216
2017-02-28 03:53:44,1378,0,0,1632,6,249,1838,1629,1744,51,25,97,0,3,1229
2017-02-28 03:54:44,1535,0,0,1668,8,240,2048,1929,1912,51,24,89,0,3,1332
2017-02-28 03:55:44,1799,0,0,1602,4,234,1737,1513,1638,54,25,94,0,5,1236
2017-02-28 03:56:45,1444,0,0,1737,4,250,1619,1826,1990,51,24,88,0,2,1279
2017-02-28 03:57:45,1574,0,0,1714,5,242,1620,1888,1946,59,24,88,0,3,1284
2017-02-28 03:58:45,1350,0,0,1721,6,240,1655,1558,2516,56,24,93,0,5,1153
2017-02-28 03:59:45,1291,0,0,1758,6,241,1601,1060,2237,50,25,87,0,3,1209
2017-02-28 04:00:45,2202,0,0,3747,4,855,3998,1378,4208,122,25,124,0,3,1004
2017-02-28 04:01:45,1916,0,0,1958,4,1089,2173,936,6627,62,25,91,0,3,745
2017-02-28 04:02:45,2857,0,0,1860,4,1113,6498,1510,4455,51,24,91,0,2,418
2017-02-28 04:03:45,2069,0,0,1737,826,952,2600,1020,4083,50,25,90,0,3,534
2017-02-28 04:04:45,2029,0,0,1605,3551,913,2311,1059,2980,50,24,91,0,9,490
2017-02-28 04:05:45,1826,0,0,1917,813,961,1906,878,3242,85,25,111,0,3,1023
2017-02-28 04:06:46,1822,0,0,1694,5,884,1753,1104,2463,50,24,95,0,3,1098
2017-02-28 04:07:46,2358,0,0,1774,4,852,1626,1287,2507,49,25,96,0,3,1003
2017-02-28 04:08:46,2190,0,0,1626,6,929,1620,1182,1818,52,24,93,0,3,1046
2017-02-28 04:09:46,2034,0,0,1813,18,866,1757,1284,1191,51,25,88,0,8,1225
2017-02-28 04:10:46,1837,0,0,1663,4,856,2033,1203,1096,54,24,93,0,5,1062
2017-02-28 04:11:46,985,0,0,1738,4,944,1993,1048,1481,50,25,74,0,3,1123
2017-02-28 04:12:46,1062,0,0,1571,5,939,1659,1642,1422,49,28,136,0,4,1242
2017-02-28 04:13:46,981,0,0,1684,6,927,1793,1264,1485,51,25,87,0,3,1209
2017-02-28 04:14:46,936,0,0,1586,6,732,2025,1594,1395,51,25,91,0,4,1180
2017-02-28 04:15:46,1509,0,0,1523,4,735,1724,1590,1121,59,25,96,0,3,1220
2017-02-28 04:16:47,1099,0,0,976,4,604,1582,1164,1112,55,24,88,0,3,1147
2017-02-28 04:17:47,1290,0,0,753,4,150,1595,1566,1117,50,24,89,0,4,1187
2017-02-28 04:18:47,1270,0,0,762,2345,136,1624,1631,1173,49,24,65,0,3,1188
2017-02-28 04:19:47,1149,0,0,805,5427,138,1512,1864,1470,52,25,89,0,5,644
2017-02-28 04:20:47,1187,0,0,817,1945,147,2086,1668,973,55,25,89,0,3,1403
2017-02-28 04:21:47,1446,0,0,409,3,138,1914,1891,1075,49,25,88,0,3,1117
2017-02-28 04:22:47,1503,0,0,295,4,134,1703,2263,1044,52,24,88,0,3,1326
2017-02-28 04:23:47,1562,0,0,250,4,123,1840,1889,970,51,25,95,0,4,1122
2017-02-28 04:24:47,1487,0,0,248,7,132,1989,2169,911,50,24,89,0,3,1170
2017-02-28 04:25:47,2119,0,0,266,8,151,1673,1954,513,53,25,89,0,5,1268
2017-02-28 04:26:48,1516,0,0,262,4,129,1567,2034,502,50,24,97,0,3,1274
2017-02-28 04:27:48,1679,0,0,251,4,134,1649,2213,583,63,25,89,0,3,1259
2017-02-28 10:42:49,512,0,0,950,5,653,2235,1676,855,151,26,103,0,3,1653
2017-02-28 10:43:50,576,0,0,957,5,653,2308,1600,865,234,26,149,0,3,1706
2017-02-28 10:44:50,354,0,0,1050,7,724,2651,1571,940,79,26,117,0,3,1858
